Movie_ID,Title,Director,Cast,Year,Genre
2752,Ebadat,ATM Shamsuzzaman,"Riaz, Shabnur, Dolly Jahur, ATM Shamsuzzaman, Prabir Mitra",2019,"Drama, Romance"
2753,Mon Jekhane Hridoy Sekhane,Shahin Sumon,"Shakib Khan, Apu Biswas, Nirab Hossain, Bobita, Misha Sawdagor",2019,Romance
2754,Swami Stirhir Wadah,P A Kajol,"Shakib Khan, Shabnur, Romana, Khalil, Omar Sani",2019,"Drama, Romance"
2755,Bhalobeshe Bou Anbo,Chandan Chowdhury,"Riaz, Shabnur, Sahara",2019,
2756,Britter Bairey - Beyond the Circle,Golam Rabbani Biplob,"Jayanta Chattopadhyay, Fazlur Rahman Babu, Firoz Kabir Dollar, Shahidul Alam Shacchu",2019,Drama
2757,Mayer Haate Beheshter Chabi,F I Manik,"Dipjol, Shakib Khan, Apu Biswas, Anwara, Omar Sani",2019,"Drama, Romance"
2758,Jaan Amar Jaan,MB Manik,"Shakib Khan, Apu Biswas, Suchorita",2019,Romance
2759,Oh Sathii Re,Shafi Iqbal,"Shakib Khan, Apu Biswas, Bapparaj, Danny Sidak",2019,Romance
2760,Bolo Na Kobul,Shahadat Hossain Liton,"Shakib Khan, Apu Biswas",2019,"Comedy, Romance"
2761,Shaheb Naame Golam,Raju Chowdhury,"Shakib Khan, Sahara, Nirab Hossain, Resi, Omar Sani, Moushumi",2019,"Action, Drama"
2762,Aain Boro Na Shontan Boro,A J Rana,"Kazi Maruf, Nipun Akter",2019,"Action, Drama"
2763,Rastar Chele,Shahin Sumon,"Kazi Maruf, Resi, Mamnun Hasan Emon, Sahara",2019,"Action, Romannce"
2764,Sobai To Bhalobasha Chay,Delowar Jahan Jhantu,"Bapparaj, Mamnun Hasan Emon, Purnima, Razzak, Bobita",2019,Romannce
2765,Bhalobashar Sesh Nai,Reza Latif,"Shomrat, Nipun Akter, Sahara, Razzak, Aman",2019,Romannce
2766,Mon Diyechi Tomake,Abdur Razzak,"Shomrat, Sahara, Resi, Nirab Hossain, Razzak",2019,Romannce
2767,Bhalobashar Lal Golap,Mohammad Hossain Jamie,"Shakib Khan, Apu Biswas, Purnima, Bobita, Kazi Hayat",2019,Romannce
2768,Chirodin Ami Tomar,F I Manik,"Riaz, Purnima, Romana",2019,Romannce
2769,Mrittur Faade,Anwar Chowdhury Jibon,"Amin Khan, Nodi",2019,Action
2770,Adorer Choto Bhai,Sultan Badol,"Masum Parvez Rubel, Jona, ATM Shamsuzzaman",2019,
2771,Sobar Upore Tumi,F I Manik,"Shakib Khan, Swastika Mukharjee",2019,"Drama, Romance"
2772,Priyotomeshu,Morshedul Islam,"Sohana Saba, Arman Parvez Murad, Humayun Faridi, Afsana Mimi, Tauquir Ahmed, Mamunur Rashd",2019,Drama
2773,Gangajatra,Syed Wahiduzzaman Diamond,"Ferdous Ahmed, Popy, Shimla",2019,Drama
2774,Kajer Manush,Montazur Rahman Akbar,"Dipjol,  Resi, Romana, Zayed Khan, Sahara, Shomrat, Razzak",2019,Drama
2775,Mone Boro Kosto,Shahin Sumon,"Shakib Khan, Apu Biswas, Nirab Hossain, Keya",2019,
2776,Amar Praner Priya,Jakir Hossain Raju,"Shakib Khan, Bidya Sinha Mim",2019,Romance
2777,Bhalobasha Dibi Kina Bol,Uttam Akash,"Shakib Khan, Apu Biswas, Amit Hasan, Shiba Banu",2019,Romance
2778,Third Person Singular Number,Mostofa Sarwar Farooki,"Nusrat Imroz Tisha, Mosharraf Karim, Topu, Abul Hayat",2019,Drama
2779,Mon Chuyeche Mon,Mostafizur Rahman Manik,"Riaz, Shabnur, Jona",2019,Romance
2780,Guru Bhai,A Q Khokon,"Nirab Hossain, Resi",2019,
2781,Piritir Agun Jole Digun,P A Kajol,"Mamnun Hasan Emon, Shabnur, Afsana Ara Bindu, Razzak",2019,Romance
