Movie_ID,Title,Director,Cast,Year,Genre
2345,Amar Bondhu Rashed,Morshedul Islam,"Raisul Islam Asad, Humayra Himu, Chowdhury Zawata Afnan, Arman Parvez Murad",2011,"War, Drama"
2346,Wanted,Azad Khan,"Kazi Maruf, Kazi Hayat, Misha Sawdagor",2011,Action
2347,Guerrilla,Nasiruddin Yousuf,"Joya Ahsan, Ferdous Ahmed, Ahmed Rubel, Shatabdi Wadud, A.T.M Shamsuzzaman",2011,"War, Drama"
2348,Madhumati,Shahjahan Chowdhury,"Riaz, Chaity, Masud Akhand  ",2011,Drama
2349,Moner Jala,Malek Afsari,"Shakib Khan, Apu Biswas",2011,"Action, Romance"
2350,Rajpather Badshah,M. A. Awal,Masum Parvez Rubel,2011,Action
2351,Antore Acho Tumi,P A Kajal,"Romance, Musical",2011,"Romance, Musical"
2352,Darwaner Chele,Rokibul Alam Rokib,"Kazi Maruf, Sahara, Mukti",2011,Romance
2353,Gariber Mon Onek Boro,Mohammad Aslam,"Amin Khan, Purnima, Nipun Akter",2011,"Action, Drama"
2354,Matir Thikana,Shah Alam Kiran,"Shakib Khan, Purnima, Shakiba",2011,"Drama, Romance"
2355,Bondhu Tumi Shatru Tumi,Royal Babu,"Kazi Maruf, Amit Hasan, Nirab Hossain, Sahara, Keya",2011,Action
2356,Koti Takar Prem,Sohanur Rahman Sohan,"Shakib Khan, Apu Biswas",2011,Romance
2357,Tor Karone Beche Achi,M B Manik,"Shakib Khan, Apu Biswas",2011,Drama
2358,Jaan Kurbaan,M B Manik,"Shakib Khan, Apu Biswas",2011,"Action, Romance"
2359,Gariber Bhai,P A Kajal,"Mamnun Hasan Emon, Dipjol, Resi, Romana, Zayed Khan, Shakiba",2011,Drama
2360,Kusum Kusum Prem,Mushfiqur Rahman Guljar,"Riaz, Ferdous Ahmed, Moushumi",2011,Romance
2361,Tiger Number One,Shahin Sumon,"Shakib Khan, Amit Hasan, Sahara,Nipun Akter",2011,"Action, Romance"
2362,Ekbar Bolo Bhalobashi,Badiul Alam Khokon,"Shakib Khan, Apu Biswas, Toma Mirza",2011,"Action, Romance"
2363,Amar Prithibi Tumi,Gazi Mahbub,"Mamnun Hasan Emon, Dipjol,Sahara, Zayed Khan, Resi",2011,Romance
2364,Dui Purush,Chashi Nazrul Islam,"Riaz, Moushumi, Nipun Akter",2011,Drama
2365,Bhool,Raju Ahmed,Drama,2011,Drama
2366,Angko,Shahin Sumon,Drama,2011,Drama
2367,Champa Ranir Akhra,Swapan Chowdury,Action,2011,Action
2368,Bailey Road,Masud Kainat,"Niloy Alamgir, Achol",2011,Romance
2369,Ek Takar Chele Koti Takar Meye,Kamol Sarker,"Kazi Maruf, Shomrat, Sahara, Ratna",2011,Action
2370,Garments Konna,G Sarker,"Mamnun Hasan Emon, Popy",2011,"Action, Romance"
2371,Moner Ghore Boshot Kore,Jakir Hossain Raju,Romance,2011,Romance
2372,Boss Number One,Mohammad Hossain,"Shakib Khan, Sahara, Nipun Akter",2011,Romance
2373,Chotto Songshar,Montazur Rahman Akbar,"Kazi Maruf, Dipjol, Resi, Toma Mirza",2011,Romance
2374,Bondhu Tumi Amar,Nazrul Islam,"Riaz, Purnima,",2011,Romance
2375,Priya Amar Jaan,Raju Chowdhury,"Shakib Khan, Apu Biswas,",2011,Romance
2376,King Khan,Mohammad Hossain Jemmy,"Shakib Khan, Apu Biswas, Mimo",2011,"Action, Romance"
2377,Projapoti,Mohammad Mostafa Kamal Raz,"Moushumi, Zahid Hasan, Mosharraf Karim, Sohel Khan, Kochi Khondokar ",2011,"Drama, Thriller"
2378,Nishiddho Rashta,Shopon Chowdhury,"Alexandar Bo, Shaila",2011,Action
2379,Ke Apon Ke Por,Shahin Shumon,"Apu Biswas, Amit Hasan ",2011,"Action, Romance"
2380,Pita Putrer Golpo,Kazi Hayat,Drama,2011,Drama
2381,Sathi Hara Nagin,Delowar Jahan Jhantu,"Action, Romantic",2011,"Action, Romantic"
2382,Hridoy Bhanga Dheu,Gazi Mazharul Anwar,"Ananta Jalil, Barsha",2011,"Action, Romance"
2383,Ma er Gaaye Biyer Sharee,A K Sohel,"Jidan, Shimla, Dighi, Ahmed Sharif ",2011,Drama
2384,Adorer Jamai,Shahadat Hossain Liton,"Shakib Khan, Apu Biswas, Nipun Akter",2011,"Action, Comedy"
