Movie_ID,Title,Director,Cast,Year,Genre
2041,Bhalobasha Aaj Kal,P.A Kajal,"Shakib Khan, Mahiya Mahi, Misha Sawdagor, Kabila, Ali Raz",2013,"Romance, Comedy"
2042,Ek Paye Nupur,Babul Reza,"Aman, Anna, Amir Siraji, Gulshan Ara",2013,Romance
2043,Er Beshi Bhalobasha Jay Na,Jakir Hossain Raju,"Symon Sadik, Nijhum, Sohel Khan",2013,Romance
2044,Kumari Maa,Shahdat Hossain Liton,"Nirab Hossain, Tuli, Asif Iqbal, Munmun",2013,"Romance, Drama"
2045,Notun Shat Bhai Champa,Mizanur Rahman,"Sheikh Mizan, Karishma",2013,Drama
2046,Eve Teasing,Kazi Hayat,"Kazi Maruf, Toma Mirza, Kazi Hayat",2013,"Action, Drama"
2047,Mrittika Maya,Gazi Rakayet,"Raisul Islam Asad, Pijush Bandhapaddhay, Mamunur Rashid,",2013,Drama
2048,Dhaka to Bombay,Uttam Akash,"Shakib Khan, Sahara, Omar Sani, Suchorita",2013,"Action, Drama"
2049,Rupgawal,Habibur Rahman Habib,"Masum Aziz, Niloy Alamgir, Shimla, Champa",2013,"Drama, Romance"
2050,Mon Tor Jonno Pagol,Hanif Reza Milon,"Kayes Arju, Sanjana, Habib Khan",2013,Romance
2051,Kisu Asha Kisu Bhalobasha,Mostafizur Rahman Manik,"Ferdous Ahmed, Moushumi, Shabnur, Happy",2013,Romance
2052,Banglar Paglu,Kishor Saha,"Abhi, Priyanka, Kabila, Aritra",2013,"Action, Romance"
2053,Tobuo Bhalobashi,Montazur Rahman Akbar,"Bappy Chowdhury, Mahiya Mahi, Sohel Rana, Amit Hasan, Parveen Sultana Diti",2013,Romance
2054,Udhao - Runaway,Amit Ashraf,"Monir Ahmed,Nawshaba Ahmed, Shahed Ali, Animesh Aich",2013,"Crime, Drama"
2055,Purno Doirgho Prem Kahini,Shafi Uddin Shafi,"Shakib Khan, Joya Ahsan, Arifin Shuvoo",2013,Romance
2056,Full and Final,Malek Afsari,"Shakib Khan, Bobby, Amit Hasan",2013,Action
2057,Premik Number One,Rokibul Islam Rokib,"Shakib Khan, Apu Biswas, Nipun Akter, Dilip Chakrabarty, Bobita, Milon",2013,Romance
2058,Ki Prem Dekhaila,Shah Muhammad Songhram,"Bappy Chowdhury, Achol, Ali Raz, Bobita",2013,Romance
2059,Anishchit Jatra,Belal Ahmed,"Abul Kalam Azad, Momena Chowdhury, Dilip Chakrabarty, Anisur Rahman Milon",2013,Drama
2060,Akoi Britte,Kazi Morshed,"Najnin Chumki, Tauquir Ahmed, Khalil, Raisul Islam Asad, Dolly Jahur",2013,Drama
2061,Ayna Kahini,Razzak,"Somrat, Keya, Sohel Khan, Razzak",2013,"Romance, Drama"
2062,Valobasha Zindabad,Debashish Biswas,"Arifin Shuvoo, Airin Sultana, Sadek Bacchu",2013,Romance
2063,Inchi Inchi Prem,Raju Chowdhury,"Bappy Chowdhury, Bobby, Sohel Khan",2013,"Action, Drama"
2064,Tomar Achi Tomari Thakbo,Kalam Kaisar,"Shrabon Khan, Nirjana, Moumita, Prabir Mitra, Khaleda Akter Kolpona",2013,Romance
2065,Padma Parer Parboti,Rafiq Sikder,"Nipun Akter, Mamnun Hasan Emon, Nirab Hossain, Jayanta Chattopadhyay",2013,Romance
2066,71 er Guerrilla,Mizanur Rahman Shamim,"Sohel Rana, Khaleda Akter Kolpona, Alexandar Bo",2013,Drama
